0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,R,R,0,0,0,0,0,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,0,R,R,0,0,0,0,0,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,Y,R,R,0,0,0,R,R,R,0,0,0,0,0,WY,0,0,0,0,Y,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,Y,R,R,R,0,0,0,R,Y,WY,0,0,0,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,R,R,0,0,0,0,0,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,0,R,R,0,0,0,0,0,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,0,0,WR,WR,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,0,0,WR,WR,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,
