0,0,0,0,0,R,0,0,0,0,0,R,0,0,0,0,0,R,0,0,WY,WY,WY,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,R,R,0,0,0,0,0,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,0,R,R,0,0,0,0,0,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,Y,R,R,0,0,0,R,R,R,0,0,0,0,0,WY,0,0,0,0,Y,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,Y,R,R,R,0,0,0,R,Y,WY,0,0,0,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,R,R,0,0,0,0,0,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,0,R,R,0,0,0,0,0,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,0,0,WR,WR,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,0,0,WR,WR,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,0,0,WR,WR,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,0,0,WR,WR,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,WR,WR,WR,0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,WY,R,Y,R,R,R,WY,R,Y,R,R,R,WY,0,0,0,R,Y,WY,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,R,0,0,0,0,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,R,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,WY,WY,WY,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,R,Y,0,0,0,R,R,Y,0,0,Y,R,R,Y,0,0,0,0,0,R,
0,0,WY,WY,WY,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,R,Y,0,0,0,R,R,Y,0,0,Y,R,R,Y,0,0,0,0,Y,R,
0,0,WY,WY,WY,WY,0,R,Y,R,R,R,R,R,Y,R,Y,R,R,Y,R,R,R,Y,0,0,0,0,0,Y,0,0,0,Y,Y,Y,0,0,0,0,0,0,
0,0,WY,WY,WY,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,R,R,R,Y,0,0,0,R,R,Y,0,0,0,R,R,Y,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WY,0,0,R,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,WY,WY,WY,WY,0,0,0,0,0,Y,0,0,0,0,0,0,R,Y,R,R,R,Y,R,Y,R,R,R,Y,0,0,0,0,R,Y,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,WY,WY,WY,WY,R,0,0,0,Y,R,R,0,0,0,0,R,R,0,Y,R,R,R,Y,0,0,0,0,0,Y,0,0,0,0,0,Y,0,0,0,0,0,0,
0,0,0,0,0,R,0,Y,R,Y,Y,WY,0,0,0,0,0,WY,0,Y,R,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,R,0,0,0,0,0,R,
0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,R,0,0,0,0,0,R,0,0,0,0,0,R,
0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,0,R,R,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,R,0,0,R,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,Y,R,R,R,WY,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,R,R,WY,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,R,0,0,0,0,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,R,R,Y,R,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,R,R,Y,R,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,R,R,Y,R,R,R,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,
0,0,0,0,0,WY,0,0,0,Y,Y,WY,0,0,0,0,Y,WY,R,Y,R,R,R,WY,0,0,0,0,R,R,0,0,0,0,R,Y,0,0,0,0,0,R,
0,0,0,0,0,WY,0,0,0,0,0,WY,0,0,0,0,0,WY,0,Y,R,R,R,WY,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,WY,0,0,0,Y,Y,WY,0,0,0,R,R,WY,0,Y,R,R,R,WY,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,0,0,
